,,,SKU,Shelf Location,Category,Parent Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://a.co/d/5NAxB38,"Logitech Combo Touch iPad Pro 12.9-inch (5th, 6th gen - 2021, 2022) Keyboard Case - Detachable Backlit Keyboard with Kickstand, Click-Anywhere Trackpad, Smart Connector - Oxford Gray; USA Layout",https://a.co/d/5NAxB38,A00982,A00982,Electronics,,Holly Puff,Success,,CAD,,,"Logitech Combo Touch Keyboard Case for iPad Pro 12.9-inch (5th and 6th Generation - 2021) This is not a laptop. It’s so much more. Meet Combo Touch, the keyboard case with trackpad that enables new levels of versatility with iPad Pro. Navigate and work in apps like never before with a new click-anywhere trackpad — our largest ever* — that gives you more space and allows for Multi-Touch trackpad gestures. SMART CONNECTOR technology helps to deliver an incredibly responsive trackpad experience and also makes powering and pairing the keyboard instant. Type comfortably for hours with laptop-like backlit keys that automatically adjust to your environment. You can always see what you're typing thanks to 16 levels of brightness. Enjoy convenient access to volume controls and more with a full row of iPadOS shortcut keys. The iPad Pro meets its aesthetic match with a slim, sleek design — the thinnest keyboard case we've ever designed with a trackpad.* The elegant woven outer fabric feels as great as it looks and the case is molded to fit your iPad Pro, protecting the front, back, and corners from scrapes and bumps. Your iPad Pro is held securely in place so you can have peace of mind that it won’t slip out and focus on what matters most — getting things done. *Compared to Logitech keyboard cases with trackpad released in 2020. Product Details: System Requirements: iPad Pro 12.9-inch (5th gen - 2021) - A2378, A2461, A2379, A2462­ Platform Compatibility: iPadOS 13.4 or above Dimensions: 11.24 x 8.89 x 0.69 in Weight: 27.51 oz 4 Modes: Type, view, sketch, read Viewing Angles: 10 - 60 degrees",‎28.56 x 1.74 x 22.57 cm; 779.89 g,Product Weight Not Found,"https://m.media-amazon.com/images/I/71dmlPk0IyS._AC_SX679_.jpg, https://m.media-amazon.com/images/I/41TJe4tNneS._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/51CSA6+9V5S._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/41WK9mJOGOS._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/51vwfwU3dvS._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/41FAb830I4L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/41qjvh3ZbMS._AC_SL1500_.jpg","71dmlPk0IyS._AC_SX679_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attu7r4uvfwzIjImo), 41TJe4tNneS._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attklvOS5SYnf8lTC), 51CSA6+9V5S._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attnLZIvKO7fgcwQg), 41WK9mJOGOS._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attoAjsK24EIAJtm5), 51vwfwU3dvS._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attFt0ympoocDaTLT), 41FAb830I4L._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/attKj1ZJINLEtB6R2), 41qjvh3ZbMS._AC_SL1500_.jpg (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/rectL6dkKyLh3uxE3/fldwmGkhGuhh714Fi/att0WYV5swfiHJzfj)",Amazon,,Sealed,,,,,,others,moved,$269.00,$319.99,,Pay4more,Samar,7/2/2025 5:45 PM,Samar,7/6/2025 10:54 AM
https://www.rona.ca/en/product/craftsman-pocket-laser-distance-measurer-55-ft-cmht77721-00277591?viewStore=64890&cm_mmc=organic_search-_-google-_-gmb-_-instore&utm_medium=organic_search&utm_source=google&utm_campaign=gmb&utm_content=instore,"CRAFTSMAN Pocket Laser Distance Measurer 55-ft
",https://www.rona.ca/en/product/craftsman-pocket-laser-distance-measurer-55-ft-cmht77721-00277591?viewStore=64890&cm_mmc=organic_search-_-google-_-gmb-_-instore&utm_medium=organic_search&utm_source=google&utm_campaign=gmb&utm_content=instore,A00984,S8-B,Construction Hardware,Hardware,Holly Puff,HTTP Error: 403,,,,,"CRAFTSMAN Pocket Laser Distance Measurer 55-ft
",,,,"Screenshot 2025-07-02 182220.png (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/recfqiqnquQjzuOlO/fldwmGkhGuhh714Fi/attI6yzA8WepVg1zL), Screenshot 2025-07-02 182233.png (https://airtable.com/appI0EDHQVVZCxVZ9/tblVmUyRat7WZqD6d/recfqiqnquQjzuOlO/fldwmGkhGuhh714Fi/attwfkbpf5d870IJ4)",Unknown,,Sealed,,,,,,,moved,,,,Pay4more,Samar,7/2/2025 5:45 PM,Samar,7/6/2025 10:54 AM
https://www.foodsco.net/p/hershey-s-s-mores-grilling-basket/0007690301200,,https://www.foodsco.net/p/hershey-s-s-mores-grilling-basket/0007690301200,P00306,2A-12,,,,,,,,5,,,,,,,,Sealed,,,,,,others,,,,,,Alexey,7/5/2025 1:42 PM,Samar,7/6/2025 10:54 AM
https://www.target.com/p/tough-grill-brush-black-room-essentials-8482/-/A-84248076,,https://www.target.com/p/tough-grill-brush-black-room-essentials-8482/-/A-84248076,P00307,2A-15;2A-12,,,,,,,,9,,,,,,,,Sealed,,,,,,others,,,,,,Alexey,7/5/2025 1:52 PM,Samar,7/6/2025 10:54 AM
https://www.amazon.ca/Full-Moon-Coffee-Shop-internationally/dp/1914240936,,https://www.amazon.ca/Full-Moon-Coffee-Shop-internationally/dp/1914240936,P00351,2A-6,,,,,,,,1,,,,,,,,Sealed,,,,,,others,,,,,,Anonymous,7/3/2025 3:27 PM,Samar,7/6/2025 10:54 AM
https://www.amazon.ca/Regretting-You-Colleen-Hoover/dp/1542016428,,https://www.amazon.ca/Regretting-You-Colleen-Hoover/dp/1542016428,P00352,2A-6,,,,,,,,1,,,,,,,,Sealed,,,,,,others,,,,,,Anonymous,7/3/2025 3:28 PM,Samar,7/6/2025 10:54 AM
https://www.amazon.ca/Vegan-Vietnamese-Vibrant-Plant-Based-Recipes/dp/1631069306,,https://www.amazon.ca/Vegan-Vietnamese-Vibrant-Plant-Based-Recipes/dp/1631069306,P00353,2A-6,,,,,,,,1,,,,,,,,Sealed,,,,,,others,,,,,,Anonymous,7/3/2025 3:26 PM,Samar,7/6/2025 10:54 AM
https://www.walmart.ca/en/ip/General-Electric-Lighting-3003063-40W-Equivalence-Relax-BC-E12-Candelabra-LED-Bulb-44-Soft-White-Pack-of-2/5H9L462MYKDC,,https://www.walmart.ca/en/ip/General-Electric-Lighting-3003063-40W-Equivalence-Relax-BC-E12-Candelabra-LED-Bulb-44-Soft-White-Pack-of-2/5H9L462MYKDC,P00354,2A-6,,,,,,,,1,,,,,,,,Sealed,320 lumes,,,,,others,,,,,,Anonymous,7/3/2025 3:23 PM,Samar,7/6/2025 10:54 AM
https://www.fleetfarm.com/detail/ge-3-5w-led-cac-soft-white-clear-bent-tip-decorative-bulbs-2-pk/0000101199790?bc=11434&srsltid=AfmBOoq0D2h2NEx9vOYnWYUAUY8Tj07rej_qZn_48rbHew9Z99Kwbujo,,https://www.fleetfarm.com/detail/ge-3-5w-led-cac-soft-white-clear-bent-tip-decorative-bulbs-2-pk/0000101199790?bc=11434&srsltid=AfmBOoq0D2h2NEx9vOYnWYUAUY8Tj07rej_qZn_48rbHew9Z99Kwbujo,P00355,2A-F,,,,,,,,1,,,,,,,,Sealed,,,,,,others,,,,,,Anonymous,7/3/2025 3:22 PM,Samar,7/6/2025 10:54 AM
